Cust_id,campaign,pdays,previous,poutcome
ABC4705,6,-1,0,unknown
ABC4706,8,-1,0,unknown
ABC4707,2,-1,0,unknown
ABC4708,7,-1,0,unknown
ABC4709,3,-1,0,unknown
ABC4710,2,-1,0,unknown
ABC4711,2,-1,0,unknown
ABC4712,5,-1,0,unknown
ABC4713,2,-1,0,unknown
ABC4714,2,-1,0,unknown
ABC4715,2,-1,0,unknown
ABC4716,2,-1,0,unknown
ABC4717,2,-1,0,unknown
ABC4718,3,-1,0,unknown
ABC4719,3,-1,0,unknown
ABC4720,2,-1,0,unknown
ABC4721,2,-1,0,unknown
ABC4722,3,-1,0,unknown
ABC4723,2,-1,0,unknown
ABC4724,2,-1,0,unknown
ABC4725,2,-1,0,unknown
ABC4726,2,-1,0,unknown
ABC4727,2,-1,0,unknown
ABC4728,2,-1,0,unknown
ABC4729,2,-1,0,unknown
ABC4730,12,-1,0,unknown
ABC4731,3,-1,0,unknown
ABC4732,3,-1,0,unknown
ABC4733,2,-1,0,unknown
ABC4734,3,-1,0,unknown
ABC4735,2,-1,0,unknown
ABC4736,2,-1,0,unknown
ABC4737,6,-1,0,unknown
ABC4738,4,-1,0,unknown
ABC4739,7,-1,0,unknown
ABC4740,2,-1,0,unknown
ABC4741,3,-1,0,unknown
ABC4742,2,-1,0,unknown
ABC4743,10,-1,0,unknown
ABC4744,7,-1,0,unknown
ABC4745,2,-1,0,unknown
ABC4746,2,-1,0,unknown
ABC4747,6,-1,0,unknown
ABC4748,5,-1,0,unknown
ABC4749,1,-1,0,unknown
ABC4750,1,-1,0,unknown
ABC4751,13,-1,0,unknown
ABC4752,8,-1,0,unknown
ABC4753,3,-1,0,unknown
ABC4754,2,-1,0,unknown
ABC4755,1,-1,0,unknown
ABC4756,3,-1,0,unknown
ABC4757,10,-1,0,unknown
ABC4758,4,-1,0,unknown
ABC4759,4,-1,0,unknown
ABC4760,1,-1,0,unknown
ABC4761,2,-1,0,unknown
ABC4762,3,-1,0,unknown
ABC4763,5,-1,0,unknown
ABC4764,1,-1,0,unknown
ABC4765,1,-1,0,unknown
ABC4766,1,-1,0,unknown
ABC4767,1,-1,0,unknown
ABC4768,1,-1,0,unknown
ABC4769,1,-1,0,unknown
ABC4770,1,-1,0,unknown
ABC4771,1,-1,0,unknown
ABC4772,1,-1,0,unknown
ABC4773,3,-1,0,unknown
ABC4774,1,-1,0,unknown
ABC4775,1,-1,0,unknown
ABC4776,1,-1,0,unknown
ABC4777,1,-1,0,unknown
ABC4778,1,-1,0,unknown
ABC4779,6,-1,0,unknown
ABC4780,1,-1,0,unknown
ABC4781,1,-1,0,unknown
ABC4782,1,-1,0,unknown
ABC4783,2,-1,0,unknown
ABC4784,1,-1,0,unknown
ABC4785,1,-1,0,unknown
ABC4786,1,-1,0,unknown
ABC4787,1,-1,0,unknown
ABC4788,1,-1,0,unknown
ABC4789,5,-1,0,unknown
ABC4790,1,-1,0,unknown
ABC4791,28,-1,0,unknown
ABC4792,1,-1,0,unknown
ABC4793,1,-1,0,unknown
ABC4794,1,-1,0,unknown
ABC4795,1,-1,0,unknown
ABC4796,1,-1,0,unknown
ABC4797,2,-1,0,unknown
ABC4798,1,-1,0,unknown
ABC4799,5,-1,0,unknown
ABC4800,1,-1,0,unknown
ABC4801,1,-1,0,unknown
ABC4802,1,-1,0,unknown
ABC4803,1,-1,0,unknown
ABC4804,2,-1,0,unknown
ABC4805,1,-1,0,unknown
ABC4806,1,-1,0,unknown
ABC4807,1,-1,0,unknown
ABC4808,3,-1,0,unknown
ABC4809,1,-1,0,unknown
ABC4810,2,-1,0,unknown
ABC4811,1,-1,0,unknown
ABC4812,1,-1,0,unknown
ABC4813,1,-1,0,unknown
ABC4814,1,-1,0,unknown
ABC4815,1,-1,0,unknown
ABC4816,1,-1,0,unknown
ABC4817,3,-1,0,unknown
ABC4818,1,-1,0,unknown
ABC4819,1,-1,0,unknown
ABC4820,1,-1,0,unknown
ABC4821,5,-1,0,unknown
ABC4822,1,-1,0,unknown
ABC4823,1,-1,0,unknown
ABC4824,3,-1,0,unknown
ABC4825,1,-1,0,unknown
ABC4826,1,-1,0,unknown
ABC4827,2,-1,0,unknown
ABC4828,1,-1,0,unknown
ABC4829,1,-1,0,unknown
ABC4830,1,-1,0,unknown
ABC4831,1,-1,0,unknown
ABC4832,1,-1,0,unknown
ABC4833,1,-1,0,unknown
ABC4834,1,-1,0,unknown
ABC4835,1,-1,0,unknown
ABC4836,2,-1,0,unknown
ABC4837,2,-1,0,unknown
ABC4838,1,-1,0,unknown
ABC4839,1,-1,0,unknown
ABC4840,1,-1,0,unknown
ABC4841,2,-1,0,unknown
ABC4842,1,-1,0,unknown
ABC4843,1,-1,0,unknown
ABC4844,1,-1,0,unknown
ABC4845,1,-1,0,unknown
ABC4846,11,-1,0,unknown
ABC4847,1,-1,0,unknown
ABC4848,5,-1,0,unknown
ABC4849,1,-1,0,unknown
ABC4850,1,-1,0,unknown
ABC4851,1,-1,0,unknown
ABC4852,1,-1,0,unknown
ABC4853,10,-1,0,unknown
ABC4854,1,-1,0,unknown
ABC4855,2,-1,0,unknown
ABC4856,11,-1,0,unknown
ABC4857,1,-1,0,unknown
ABC4858,1,-1,0,unknown
ABC4859,1,-1,0,unknown
ABC4860,1,-1,0,unknown
ABC4861,2,-1,0,unknown
ABC4862,1,-1,0,unknown
ABC4863,1,-1,0,unknown
ABC4864,1,-1,0,unknown
ABC4865,1,-1,0,unknown
ABC4866,2,-1,0,unknown
ABC4867,2,-1,0,unknown
ABC4868,1,-1,0,unknown
ABC4869,1,-1,0,unknown
ABC4870,1,-1,0,unknown
ABC4871,3,-1,0,unknown
ABC4872,7,-1,0,unknown
ABC4873,2,-1,0,unknown
ABC4874,1,-1,0,unknown
ABC4875,1,-1,0,unknown
ABC4876,1,-1,0,unknown
ABC4877,2,-1,0,unknown
ABC4878,2,-1,0,unknown
ABC4879,1,-1,0,unknown
ABC4880,1,-1,0,unknown
ABC4881,2,-1,0,unknown
ABC4882,2,-1,0,unknown
ABC4883,1,-1,0,unknown
ABC4884,1,-1,0,unknown
ABC4885,1,-1,0,unknown
ABC4886,1,-1,0,unknown
ABC4887,1,-1,0,unknown
ABC4888,1,-1,0,unknown
ABC4889,1,-1,0,unknown
ABC4890,2,-1,0,unknown
ABC4891,1,-1,0,unknown
ABC4892,3,-1,0,unknown
ABC4893,1,-1,0,unknown
ABC4894,1,-1,0,unknown
ABC4895,1,-1,0,unknown
ABC4896,1,-1,0,unknown
ABC4897,2,-1,0,unknown
ABC4898,1,-1,0,unknown
ABC4899,1,-1,0,unknown
ABC4900,1,-1,0,unknown
ABC4901,1,-1,0,unknown
ABC4902,1,-1,0,unknown
ABC4903,1,-1,0,unknown
ABC4904,1,-1,0,unknown
ABC4905,1,-1,0,unknown
ABC4906,2,-1,0,unknown
ABC4907,1,-1,0,unknown
ABC4908,1,-1,0,unknown
ABC4909,1,-1,0,unknown
ABC4910,5,-1,0,unknown
ABC4911,1,-1,0,unknown
ABC4912,1,-1,0,unknown
ABC4913,8,-1,0,unknown
ABC4914,3,-1,0,unknown
ABC4915,1,-1,0,unknown
ABC4916,6,-1,0,unknown
ABC4917,1,-1,0,unknown
ABC4918,1,-1,0,unknown
ABC4919,1,-1,0,unknown
ABC4920,1,-1,0,unknown
ABC4921,2,-1,0,unknown
ABC4922,1,-1,0,unknown
ABC4923,2,-1,0,unknown
ABC4924,2,-1,0,unknown
ABC4925,1,-1,0,unknown
ABC4926,1,-1,0,unknown
ABC4927,1,-1,0,unknown
ABC4928,12,-1,0,unknown
ABC4929,2,-1,0,unknown
ABC4930,7,-1,0,unknown
ABC4931,1,-1,0,unknown
ABC4932,1,-1,0,unknown
ABC4933,1,-1,0,unknown
ABC4934,1,-1,0,unknown
ABC4935,1,-1,0,unknown
ABC4936,1,-1,0,unknown
ABC4937,2,-1,0,unknown
ABC4938,2,-1,0,unknown
ABC4939,2,-1,0,unknown
ABC4940,3,-1,0,unknown
ABC4941,1,-1,0,unknown
ABC4942,4,-1,0,unknown
ABC4943,1,-1,0,unknown
ABC4944,2,-1,0,unknown
ABC4945,1,-1,0,unknown
ABC4946,4,-1,0,unknown
ABC4947,3,-1,0,unknown
ABC4948,2,-1,0,unknown
ABC4949,2,-1,0,unknown
ABC4950,1,-1,0,unknown
ABC4951,1,-1,0,unknown
ABC4952,1,-1,0,unknown
ABC4953,1,-1,0,unknown
ABC4954,1,-1,0,unknown
ABC4955,1,-1,0,unknown
ABC4956,1,-1,0,unknown
ABC4957,2,-1,0,unknown
ABC4958,2,-1,0,unknown
ABC4959,2,-1,0,unknown
ABC4960,2,-1,0,unknown
ABC4961,3,-1,0,unknown
ABC4962,3,-1,0,unknown
ABC4963,2,-1,0,unknown
ABC4964,2,-1,0,unknown
ABC4965,13,-1,0,unknown
ABC4966,3,-1,0,unknown
ABC4967,3,-1,0,unknown
ABC4968,2,-1,0,unknown
ABC4969,2,-1,0,unknown
ABC4970,3,-1,0,unknown
ABC4971,2,-1,0,unknown
ABC4972,2,-1,0,unknown
ABC4973,2,-1,0,unknown
ABC4974,2,-1,0,unknown
ABC4975,1,-1,0,unknown
ABC4976,2,-1,0,unknown
ABC4977,2,-1,0,unknown
ABC4978,1,-1,0,unknown
ABC4979,2,-1,0,unknown
ABC4980,1,-1,0,unknown
ABC4981,1,-1,0,unknown
ABC4982,1,-1,0,unknown
ABC4983,1,-1,0,unknown
ABC4984,1,-1,0,unknown
ABC4985,2,-1,0,unknown
ABC4986,1,-1,0,unknown
ABC4987,1,-1,0,unknown
ABC4988,1,-1,0,unknown
ABC4989,1,-1,0,unknown
ABC4990,1,-1,0,unknown
ABC4991,5,-1,0,unknown
ABC4992,1,-1,0,unknown
ABC4993,2,-1,0,unknown
ABC4994,1,-1,0,unknown
ABC4995,1,-1,0,unknown
ABC4996,2,-1,0,unknown
ABC4997,1,-1,0,unknown
ABC4998,2,-1,0,unknown
ABC4999,12,-1,0,unknown
ABC5000,2,-1,0,unknown
ABC5001,1,-1,0,unknown
ABC5002,1,-1,0,unknown
ABC5003,1,-1,0,unknown
ABC5004,2,-1,0,unknown
ABC5005,5,-1,0,unknown
ABC5006,4,-1,0,unknown
ABC5007,2,-1,0,unknown
ABC5008,2,-1,0,unknown
ABC5009,1,-1,0,unknown
ABC5010,3,-1,0,unknown
ABC5011,1,-1,0,unknown
ABC5012,1,-1,0,unknown
ABC5013,4,-1,0,unknown
ABC5014,4,-1,0,unknown
ABC5015,1,-1,0,unknown
ABC5016,1,-1,0,unknown
ABC5017,2,-1,0,unknown
ABC5018,2,-1,0,unknown
ABC5019,2,-1,0,unknown
ABC5020,1,-1,0,unknown
ABC5021,2,-1,0,unknown
ABC5022,1,-1,0,unknown
ABC5023,2,-1,0,unknown
ABC5024,1,-1,0,unknown
ABC5025,1,-1,0,unknown
ABC5026,2,-1,0,unknown
ABC5027,1,-1,0,unknown
ABC5028,2,-1,0,unknown
ABC5029,1,-1,0,unknown
ABC5030,1,-1,0,unknown
ABC5031,1,-1,0,unknown
ABC5032,12,-1,0,unknown
ABC5033,2,-1,0,unknown
ABC5034,1,-1,0,unknown
ABC5035,1,-1,0,unknown
ABC5036,3,-1,0,unknown
ABC5037,3,-1,0,unknown
ABC5038,1,-1,0,unknown
ABC5039,1,-1,0,unknown
ABC5040,2,-1,0,unknown
ABC5041,1,-1,0,unknown
ABC5042,1,-1,0,unknown
ABC5043,1,-1,0,unknown
ABC5044,1,-1,0,unknown
ABC5045,3,-1,0,unknown
ABC5046,3,-1,0,unknown
ABC5047,1,-1,0,unknown
ABC5048,2,-1,0,unknown
ABC5049,1,-1,0,unknown
ABC5050,1,-1,0,unknown
ABC5051,2,-1,0,unknown
ABC5052,5,-1,0,unknown
ABC5053,3,-1,0,unknown
ABC5054,2,-1,0,unknown
ABC5055,2,-1,0,unknown
ABC5056,2,-1,0,unknown
ABC5057,2,-1,0,unknown
ABC5058,2,-1,0,unknown
ABC5059,1,-1,0,unknown
ABC5060,2,-1,0,unknown
ABC5061,2,-1,0,unknown
ABC5062,2,-1,0,unknown
ABC5063,3,-1,0,unknown
ABC5064,2,-1,0,unknown
ABC5065,2,-1,0,unknown
ABC5066,2,-1,0,unknown
ABC5067,2,-1,0,unknown
ABC5068,3,-1,0,unknown
ABC5069,2,-1,0,unknown
ABC5070,2,-1,0,unknown
ABC5071,3,-1,0,unknown
ABC5072,2,-1,0,unknown
ABC5073,2,-1,0,unknown
ABC5074,55,-1,0,unknown
ABC5075,4,-1,0,unknown
ABC5076,3,-1,0,unknown
ABC5077,2,-1,0,unknown
ABC5078,2,-1,0,unknown
ABC5079,4,-1,0,unknown
ABC5080,5,-1,0,unknown
ABC5081,2,-1,0,unknown
ABC5082,3,-1,0,unknown
ABC5083,2,-1,0,unknown
ABC5084,2,-1,0,unknown
ABC5085,2,-1,0,unknown
ABC5086,2,-1,0,unknown
ABC5087,2,-1,0,unknown
ABC5088,2,-1,0,unknown
ABC5089,2,-1,0,unknown
ABC5090,3,-1,0,unknown
ABC5091,2,-1,0,unknown
ABC5092,5,-1,0,unknown
ABC5093,2,-1,0,unknown
ABC5094,4,-1,0,unknown
ABC5095,2,-1,0,unknown
ABC5096,1,-1,0,unknown
ABC5097,1,-1,0,unknown
ABC5098,1,-1,0,unknown
ABC5099,2,-1,0,unknown
ABC5100,11,-1,0,unknown
ABC5101,2,-1,0,unknown
ABC5102,1,-1,0,unknown
ABC5103,14,-1,0,unknown
ABC5104,3,-1,0,unknown
ABC5105,2,-1,0,unknown
ABC5106,1,-1,0,unknown
ABC5107,1,-1,0,unknown
ABC5108,16,-1,0,unknown
ABC5109,2,-1,0,unknown
ABC5110,5,-1,0,unknown
ABC5111,3,-1,0,unknown
ABC5112,2,-1,0,unknown
ABC5113,3,-1,0,unknown
ABC5114,2,-1,0,unknown
ABC5115,2,-1,0,unknown
ABC5116,2,-1,0,unknown
ABC5117,2,-1,0,unknown
ABC5118,10,-1,0,unknown
ABC5119,2,-1,0,unknown
ABC5120,2,-1,0,unknown
ABC5121,2,-1,0,unknown
ABC5122,2,-1,0,unknown
ABC5123,3,-1,0,unknown
ABC5124,2,-1,0,unknown
ABC5125,3,-1,0,unknown
ABC5126,2,-1,0,unknown
ABC5127,2,-1,0,unknown
ABC5128,2,-1,0,unknown
ABC5129,2,-1,0,unknown
ABC5130,2,-1,0,unknown
ABC5131,4,-1,0,unknown
ABC5132,3,-1,0,unknown
ABC5133,3,-1,0,unknown
ABC5134,2,-1,0,unknown
ABC5135,2,-1,0,unknown
ABC5136,2,-1,0,unknown
ABC5137,1,-1,0,unknown
ABC5138,3,-1,0,unknown
ABC5139,13,-1,0,unknown
ABC5140,2,-1,0,unknown
ABC5141,15,-1,0,unknown
ABC5142,1,-1,0,unknown
ABC5143,2,-1,0,unknown
ABC5144,3,-1,0,unknown
ABC5145,1,-1,0,unknown
ABC5146,3,-1,0,unknown
ABC5147,9,-1,0,unknown
ABC5148,1,-1,0,unknown
ABC5149,1,-1,0,unknown
ABC5150,2,-1,0,unknown
ABC5151,2,-1,0,unknown
ABC5152,2,-1,0,unknown
ABC5153,3,-1,0,unknown
ABC5154,2,-1,0,unknown
ABC5155,2,-1,0,unknown
ABC5156,2,-1,0,unknown
ABC5157,8,-1,0,unknown
ABC5158,3,-1,0,unknown
ABC5159,4,-1,0,unknown
ABC5160,2,-1,0,unknown
ABC5161,3,-1,0,unknown
ABC5162,3,-1,0,unknown
ABC5163,2,-1,0,unknown
ABC5164,10,-1,0,unknown
ABC5165,2,-1,0,unknown
ABC5166,2,-1,0,unknown
ABC5167,3,-1,0,unknown
ABC5168,5,-1,0,unknown
ABC5169,4,-1,0,unknown
ABC5170,3,-1,0,unknown
ABC5171,4,-1,0,unknown
ABC5172,5,-1,0,unknown
ABC5173,2,-1,0,unknown
ABC5174,5,-1,0,unknown
ABC5175,3,-1,0,unknown
ABC5176,3,-1,0,unknown
ABC5177,3,-1,0,unknown
ABC5178,3,-1,0,unknown
ABC5179,3,-1,0,unknown
ABC5180,3,-1,0,unknown
ABC5181,12,-1,0,unknown
ABC5182,7,-1,0,unknown
ABC5183,6,-1,0,unknown
ABC5184,5,-1,0,unknown
ABC5185,3,-1,0,unknown
ABC5186,6,-1,0,unknown
ABC5187,4,-1,0,unknown
ABC5188,3,-1,0,unknown
ABC5189,5,-1,0,unknown
ABC5190,5,-1,0,unknown
ABC5191,8,-1,0,unknown
ABC5192,3,-1,0,unknown
ABC5193,6,-1,0,unknown
ABC5194,3,-1,0,unknown
ABC5195,3,-1,0,unknown
ABC5196,2,-1,0,unknown
ABC5197,2,-1,0,unknown
ABC5198,4,-1,0,unknown
ABC5199,10,-1,0,unknown
ABC5200,6,-1,0,unknown
ABC5201,4,-1,0,unknown
ABC5202,2,-1,0,unknown
ABC5203,10,-1,0,unknown
ABC5204,2,-1,0,unknown
ABC5205,8,-1,0,unknown
ABC5206,10,-1,0,unknown
ABC5207,4,-1,0,unknown
ABC5208,4,-1,0,unknown
ABC5209,5,-1,0,unknown
ABC5210,3,-1,0,unknown
ABC5211,3,-1,0,unknown
ABC5212,14,-1,0,unknown
ABC5213,2,-1,0,unknown
ABC5214,3,-1,0,unknown
ABC5215,5,-1,0,unknown
ABC5216,2,-1,0,unknown
ABC5217,2,-1,0,unknown
ABC5218,3,-1,0,unknown
ABC5219,5,-1,0,unknown
ABC5220,2,-1,0,unknown
ABC5221,2,-1,0,unknown
ABC5222,3,-1,0,unknown
ABC5223,9,-1,0,unknown
ABC5224,2,-1,0,unknown
ABC5225,1,-1,0,unknown
ABC5226,1,-1,0,unknown
ABC5227,3,-1,0,unknown
ABC5228,1,-1,0,unknown
ABC5229,1,-1,0,unknown
ABC5230,1,-1,0,unknown
ABC5231,1,-1,0,unknown
ABC5232,1,-1,0,unknown
ABC5233,1,-1,0,unknown
ABC5234,1,-1,0,unknown
ABC5235,1,-1,0,unknown
ABC5236,1,-1,0,unknown
ABC5237,8,-1,0,unknown
ABC5238,1,-1,0,unknown
ABC5239,1,-1,0,unknown
ABC5240,1,-1,0,unknown
ABC5241,1,-1,0,unknown
ABC5242,1,-1,0,unknown
ABC5243,1,-1,0,unknown
ABC5244,10,-1,0,unknown
ABC5245,4,-1,0,unknown
ABC5246,1,-1,0,unknown
ABC5247,1,-1,0,unknown
ABC5248,3,-1,0,unknown
ABC5249,1,-1,0,unknown
ABC5250,1,-1,0,unknown
ABC5251,1,-1,0,unknown
ABC5252,2,-1,0,unknown
ABC5253,2,-1,0,unknown
ABC5254,2,-1,0,unknown
ABC5255,1,-1,0,unknown
ABC5256,1,-1,0,unknown
ABC5257,1,-1,0,unknown
ABC5258,1,-1,0,unknown
ABC5259,6,-1,0,unknown
ABC5260,1,-1,0,unknown
ABC5261,1,-1,0,unknown
ABC5262,1,-1,0,unknown
ABC5263,4,-1,0,unknown
ABC5264,1,-1,0,unknown
ABC5265,1,-1,0,unknown
ABC5266,1,-1,0,unknown
ABC5267,1,-1,0,unknown
ABC5268,1,-1,0,unknown
ABC5269,1,-1,0,unknown
ABC5270,2,-1,0,unknown
ABC5271,1,-1,0,unknown
ABC5272,1,-1,0,unknown
ABC5273,2,-1,0,unknown
ABC5274,2,-1,0,unknown
ABC5275,1,-1,0,unknown
ABC5276,1,-1,0,unknown
ABC5277,1,-1,0,unknown
ABC5278,1,-1,0,unknown
ABC5279,1,-1,0,unknown
ABC5280,1,-1,0,unknown
ABC5281,1,-1,0,unknown
ABC5282,1,-1,0,unknown
ABC5283,1,-1,0,unknown
ABC5284,1,-1,0,unknown
ABC5285,1,-1,0,unknown
ABC5286,1,-1,0,unknown
ABC5287,1,-1,0,unknown
ABC5288,1,-1,0,unknown
ABC5289,1,-1,0,unknown
ABC5290,1,-1,0,unknown
ABC5291,1,-1,0,unknown
ABC5292,1,-1,0,unknown
ABC5293,1,-1,0,unknown
ABC5294,1,-1,0,unknown
ABC5295,1,-1,0,unknown
ABC5296,1,-1,0,unknown
ABC5297,1,-1,0,unknown
ABC5298,1,-1,0,unknown
ABC5299,1,-1,0,unknown
ABC5300,1,-1,0,unknown
ABC5301,1,-1,0,unknown
ABC5302,1,-1,0,unknown
ABC5303,1,-1,0,unknown
ABC5304,1,-1,0,unknown
ABC5305,1,-1,0,unknown
ABC5306,2,-1,0,unknown
ABC5307,1,-1,0,unknown
ABC5308,1,-1,0,unknown
ABC5309,1,-1,0,unknown
ABC5310,1,-1,0,unknown
ABC5311,1,-1,0,unknown
ABC5312,2,-1,0,unknown
ABC5313,1,-1,0,unknown
ABC5314,1,-1,0,unknown
ABC5315,1,-1,0,unknown
ABC5316,1,-1,0,unknown
ABC5317,1,-1,0,unknown
ABC5318,1,-1,0,unknown
ABC5319,1,-1,0,unknown
ABC5320,3,-1,0,unknown
ABC5321,1,-1,0,unknown
ABC5322,2,-1,0,unknown
ABC5323,2,-1,0,unknown
ABC5324,1,-1,0,unknown
ABC5325,2,-1,0,unknown
ABC5326,4,-1,0,unknown
ABC5327,2,-1,0,unknown
ABC5328,5,-1,0,unknown
ABC5329,2,-1,0,unknown
ABC5330,1,-1,0,unknown
ABC5331,2,-1,0,unknown
ABC5332,1,-1,0,unknown
ABC5333,3,-1,0,unknown
ABC5334,3,-1,0,unknown
ABC5335,2,-1,0,unknown
ABC5336,3,-1,0,unknown
ABC5337,1,-1,0,unknown
ABC5338,1,-1,0,unknown
ABC5339,2,-1,0,unknown
ABC5340,1,-1,0,unknown
ABC5341,1,-1,0,unknown
ABC5342,1,-1,0,unknown
ABC5343,1,-1,0,unknown
ABC5344,1,-1,0,unknown
ABC5345,2,-1,0,unknown
ABC5346,2,-1,0,unknown
ABC5347,1,-1,0,unknown
ABC5348,1,-1,0,unknown
ABC5349,2,-1,0,unknown
ABC5350,1,-1,0,unknown
ABC5351,2,-1,0,unknown
ABC5352,2,-1,0,unknown
ABC5353,3,-1,0,unknown
ABC5354,1,-1,0,unknown
ABC5355,1,-1,0,unknown
ABC5356,2,-1,0,unknown
ABC5357,3,-1,0,unknown
ABC5358,1,-1,0,unknown
ABC5359,1,-1,0,unknown
ABC5360,2,-1,0,unknown
ABC5361,1,-1,0,unknown
ABC5362,1,-1,0,unknown
ABC5363,1,-1,0,unknown
ABC5364,2,-1,0,unknown
ABC5365,2,-1,0,unknown
ABC5366,1,-1,0,unknown
ABC5367,2,-1,0,unknown
ABC5368,1,-1,0,unknown
ABC5369,2,-1,0,unknown
ABC5370,1,-1,0,unknown
ABC5371,1,-1,0,unknown
ABC5372,1,-1,0,unknown
ABC5373,1,-1,0,unknown
ABC5374,1,-1,0,unknown
ABC5375,1,-1,0,unknown
ABC5376,1,-1,0,unknown
ABC5377,1,-1,0,unknown
ABC5378,1,-1,0,unknown
ABC5379,1,-1,0,unknown
ABC5380,1,-1,0,unknown
ABC5381,1,-1,0,unknown
ABC5382,1,-1,0,unknown
ABC5383,1,-1,0,unknown
ABC5384,1,-1,0,unknown
ABC5385,1,-1,0,unknown
ABC5386,1,-1,0,unknown
ABC5387,1,-1,0,unknown
ABC5388,2,-1,0,unknown
ABC5389,2,-1,0,unknown
ABC5390,3,-1,0,unknown
ABC5391,2,-1,0,unknown
ABC5392,1,-1,0,unknown
ABC5393,2,-1,0,unknown
ABC5394,2,-1,0,unknown
ABC5395,2,-1,0,unknown
ABC5396,1,-1,0,unknown
ABC5397,2,-1,0,unknown
ABC5398,3,-1,0,unknown
ABC5399,4,-1,0,unknown
ABC5400,6,-1,0,unknown
ABC5401,2,-1,0,unknown
ABC5402,5,-1,0,unknown
ABC5403,3,-1,0,unknown
ABC5404,5,-1,0,unknown
ABC5405,1,-1,0,unknown
ABC5406,2,-1,0,unknown
ABC5407,1,-1,0,unknown
ABC5408,1,-1,0,unknown
ABC5409,1,-1,0,unknown
ABC5410,4,-1,0,unknown
ABC5411,3,-1,0,unknown
ABC5412,1,-1,0,unknown
ABC5413,14,-1,0,unknown
ABC5414,3,-1,0,unknown
ABC5415,1,-1,0,unknown
ABC5416,1,-1,0,unknown
ABC5417,2,-1,0,unknown
ABC5418,1,-1,0,unknown
ABC5419,2,-1,0,unknown
ABC5420,2,-1,0,unknown
ABC5421,1,-1,0,unknown
ABC5422,3,-1,0,unknown
ABC5423,1,-1,0,unknown
ABC5424,4,-1,0,unknown
ABC5425,3,-1,0,unknown
ABC5426,2,-1,0,unknown
ABC5427,4,-1,0,unknown
ABC5428,1,-1,0,unknown
ABC5429,3,-1,0,unknown
ABC5430,3,-1,0,unknown
ABC5431,1,-1,0,unknown
ABC5432,2,-1,0,unknown
ABC5433,2,-1,0,unknown
ABC5434,2,-1,0,unknown
ABC5435,1,-1,0,unknown
ABC5436,1,-1,0,unknown
ABC5437,2,-1,0,unknown
ABC5438,2,-1,0,unknown
ABC5439,3,-1,0,unknown
ABC5440,18,-1,0,unknown
ABC5441,2,-1,0,unknown
ABC5442,1,-1,0,unknown
ABC5443,1,-1,0,unknown
ABC5444,2,-1,0,unknown
ABC5445,2,-1,0,unknown
ABC5446,1,-1,0,unknown
ABC5447,1,-1,0,unknown
ABC5448,1,-1,0,unknown
ABC5449,2,-1,0,unknown
ABC5450,2,-1,0,unknown
ABC5451,2,-1,0,unknown
ABC5452,6,-1,0,unknown
ABC5453,3,-1,0,unknown
ABC5454,3,-1,0,unknown
ABC5455,2,-1,0,unknown
ABC5456,6,-1,0,unknown
ABC5457,2,-1,0,unknown
ABC5458,13,-1,0,unknown
ABC5459,3,-1,0,unknown
ABC5460,50,-1,0,unknown
ABC5461,2,-1,0,unknown
ABC5462,5,-1,0,unknown
ABC5463,6,-1,0,unknown
ABC5464,2,-1,0,unknown
ABC5465,4,-1,0,unknown
ABC5466,1,-1,0,unknown
ABC5467,1,-1,0,unknown
ABC5468,2,-1,0,unknown
ABC5469,2,-1,0,unknown
ABC5470,6,-1,0,unknown
ABC5471,1,-1,0,unknown
ABC5472,1,-1,0,unknown
ABC5473,2,-1,0,unknown
ABC5474,5,-1,0,unknown
ABC5475,4,-1,0,unknown
ABC5476,1,-1,0,unknown
ABC5477,4,-1,0,unknown
ABC5478,2,-1,0,unknown
ABC5479,2,-1,0,unknown
ABC5480,1,-1,0,unknown
ABC5481,1,-1,0,unknown
ABC5482,2,-1,0,unknown
ABC5483,1,-1,0,unknown
ABC5484,3,-1,0,unknown
ABC5485,3,-1,0,unknown
ABC5486,2,-1,0,unknown
ABC5487,2,-1,0,unknown
ABC5488,5,-1,0,unknown
ABC5489,1,-1,0,unknown
ABC5490,3,-1,0,unknown
ABC5491,4,-1,0,unknown
ABC5492,1,-1,0,unknown
ABC5493,1,-1,0,unknown
ABC5494,1,-1,0,unknown
ABC5495,2,-1,0,unknown
ABC5496,2,-1,0,unknown
ABC5497,2,-1,0,unknown
ABC5498,3,-1,0,unknown
ABC5499,4,-1,0,unknown
ABC5500,3,-1,0,unknown
ABC5501,2,-1,0,unknown
ABC5502,2,-1,0,unknown
ABC5503,3,-1,0,unknown
ABC5504,2,-1,0,unknown
ABC5505,2,-1,0,unknown
ABC5506,2,-1,0,unknown
ABC5507,4,-1,0,unknown
ABC5508,17,-1,0,unknown
ABC5509,2,-1,0,unknown
ABC5510,2,-1,0,unknown
ABC5511,2,-1,0,unknown
ABC5512,7,-1,0,unknown
ABC5513,1,-1,0,unknown
ABC5514,14,-1,0,unknown
ABC5515,4,-1,0,unknown
ABC5516,2,-1,0,unknown
ABC5517,1,-1,0,unknown
ABC5518,1,-1,0,unknown
ABC5519,2,-1,0,unknown
ABC5520,1,-1,0,unknown
ABC5521,1,-1,0,unknown
ABC5522,1,-1,0,unknown
ABC5523,3,-1,0,unknown
ABC5524,1,-1,0,unknown
ABC5525,2,-1,0,unknown
ABC5526,3,-1,0,unknown
