Cust_id,contact,day,month,year,duration
ABC20580,broker,12,aug,2008,193
ABC20581,broker,12,aug,2008,127
ABC20582,broker,12,aug,2008,72
ABC20584,broker,12,aug,2008,926
ABC20585,broker,12,aug,2008,117
ABC20586,broker,12,aug,2008,359
ABC20587,broker,12,aug,2008,117
ABC20588,broker,12,aug,2008,254
ABC20589,broker,12,aug,2008,121
ABC20590,broker,12,aug,2008,226
ABC20591,broker,12,aug,2008,355
ABC20592,broker,12,aug,2008,587
ABC20593,broker,12,aug,2008,111
ABC20594,broker,12,aug,2008,139
ABC20595,broker,12,aug,2008,83
ABC20596,broker,12,aug,2008,632
ABC20597,broker,12,aug,2008,186
ABC20598,broker,12,aug,2008,112
ABC20599,broker,12,aug,2008,225
ABC20600,broker,12,aug,2008,253
ABC20601,broker,12,aug,2008,112
ABC20602,broker,12,aug,2008,284
ABC20603,broker,12,aug,2008,306
ABC20604,broker,12,aug,2008,696
ABC20605,broker,12,aug,2008,66
ABC20606,broker,12,aug,2008,192
ABC20607,broker,12,aug,2008,105
ABC20608,broker,12,aug,2008,114
ABC20609,broker,12,aug,2008,105
ABC20610,broker,12,aug,2008,578
ABC20611,broker,12,aug,2008,116
ABC20612,broker,12,aug,2008,464
ABC20613,broker,12,aug,2008,142
ABC20614,broker,12,aug,2008,187
ABC20615,broker,12,aug,2008,134
ABC20616,broker,12,aug,2008,338
ABC20617,broker,12,aug,2008,158
ABC20618,broker,12,aug,2008,645
ABC20619,broker,12,aug,2008,246
ABC20620,broker,12,aug,2008,473
ABC20621,broker,12,aug,2008,304
ABC20622,broker,12,aug,2008,559
ABC20623,broker,12,aug,2008,1092
ABC20624,broker,12,aug,2008,174
ABC20625,broker,12,aug,2008,453
ABC20626,broker,12,aug,2008,127
ABC20628,broker,12,aug,2008,1344
ABC20629,broker,12,aug,2008,127
ABC20630,broker,12,aug,2008,218
ABC20631,broker,12,aug,2008,178
ABC20632,broker,12,aug,2008,1307
ABC20633,broker,12,aug,2008,153
ABC20634,broker,12,aug,2008,1344
ABC20635,broker,12,aug,2008,168
ABC20636,broker,12,aug,2008,264
ABC20637,broker,12,aug,2008,213
ABC20638,broker,12,aug,2008,111
ABC20639,broker,12,aug,2008,978
ABC20640,broker,12,aug,2008,781
ABC20641,broker,12,aug,2008,588
ABC20642,broker,12,aug,2008,145
ABC20643,broker,12,aug,2008,50
ABC20644,broker,12,aug,2008,432
ABC20645,broker,12,aug,2008,454
ABC20646,broker,12,aug,2008,1613
ABC20647,broker,12,aug,2008,141
ABC20648,broker,12,aug,2008,439
ABC20649,broker,12,aug,2008,141
ABC20650,broker,12,aug,2008,136
ABC20651,broker,12,aug,2008,260
ABC20652,broker,12,aug,2008,864
ABC20653,broker,12,aug,2008,645
ABC20654,broker,12,aug,2008,474
ABC20655,broker,12,aug,2008,216
ABC20656,broker,12,aug,2008,128
ABC20657,broker,12,aug,2008,418
ABC20658,broker,12,aug,2008,226
ABC20659,broker,12,aug,2008,252
ABC20660,broker,12,aug,2008,134
ABC20661,broker,12,aug,2008,140
ABC20662,broker,12,aug,2008,180
ABC20663,broker,12,aug,2008,483
ABC20664,broker,12,aug,2008,409
ABC20665,broker,12,aug,2008,143
ABC20666,broker,12,aug,2008,222
ABC20667,broker,12,aug,2008,664
ABC20668,broker,12,aug,2008,612
ABC20669,broker,12,aug,2008,129
ABC20670,broker,12,aug,2008,1735
ABC20671,broker,12,aug,2008,243
ABC20672,broker,12,aug,2008,178
ABC20673,broker,12,aug,2008,787
ABC20674,broker,12,aug,2008,124
ABC20675,broker,12,aug,2008,913
ABC20676,broker,12,aug,2008,284
ABC20677,broker,12,aug,2008,129
ABC20678,broker,12,aug,2008,228
ABC20679,broker,12,aug,2008,508
ABC20680,broker,12,aug,2008,940
ABC20681,broker,12,aug,2008,460
ABC20682,broker,12,aug,2008,796
ABC20683,broker,12,aug,2008,136
ABC20684,broker,12,aug,2008,58
ABC20685,broker,12,aug,2008,465
ABC20686,broker,12,aug,2008,112
ABC20687,broker,12,aug,2008,204
ABC20688,broker,12,aug,2008,711
ABC20689,broker,12,aug,2008,121
ABC20690,broker,12,aug,2008,83
ABC20691,broker,12,aug,2008,321
ABC20692,broker,12,aug,2008,1476
ABC20693,broker,12,aug,2008,204
ABC20694,broker,12,aug,2008,161
ABC20695,broker,12,aug,2008,120
ABC20696,broker,12,aug,2008,507
ABC20697,broker,13,aug,2008,77
ABC20699,broker,13,aug,2008,111
ABC20700,broker,13,aug,2008,106
ABC20701,broker,13,aug,2008,168
ABC20702,broker,13,aug,2008,239
ABC20703,broker,13,aug,2008,139
ABC20704,broker,13,aug,2008,78
ABC20705,broker,13,aug,2008,536
ABC20706,broker,13,aug,2008,295
ABC20707,broker,13,aug,2008,224
ABC20708,broker,13,aug,2008,156
ABC20709,broker,13,aug,2008,206
ABC20710,broker,13,aug,2008,317
ABC20711,broker,13,aug,2008,176
ABC20712,broker,13,aug,2008,69
ABC20713,broker,13,aug,2008,244
ABC20714,broker,13,aug,2008,77
ABC20715,broker,13,aug,2008,114
ABC20716,broker,13,aug,2008,189
ABC20717,broker,13,aug,2008,187
ABC20718,broker,13,aug,2008,132
ABC20719,broker,13,aug,2008,186
ABC20720,broker,13,aug,2008,336
ABC20721,broker,13,aug,2008,78
ABC20722,broker,13,aug,2008,460
ABC20723,broker,13,aug,2008,100
ABC20724,broker,13,aug,2008,96
ABC20725,broker,13,aug,2008,109
ABC20726,broker,13,aug,2008,1842
ABC20727,broker,13,aug,2008,332
ABC20728,broker,13,aug,2008,159
ABC20730,broker,13,aug,2008,119
ABC20731,broker,13,aug,2008,303
ABC20732,broker,13,aug,2008,969
ABC20733,broker,13,aug,2008,295
ABC20734,broker,13,aug,2008,157
ABC20735,broker,13,aug,2008,823
ABC20736,broker,13,aug,2008,89
ABC20737,broker,13,aug,2008,703
ABC20739,broker,13,aug,2008,152
ABC20740,broker,13,aug,2008,225
ABC20741,broker,13,aug,2008,131
ABC20742,broker,13,aug,2008,272
ABC20743,broker,13,aug,2008,460
ABC20744,broker,13,aug,2008,247
ABC20745,broker,13,aug,2008,93
ABC20746,broker,13,aug,2008,526
ABC20747,broker,13,aug,2008,455
ABC20749,broker,13,aug,2008,139
ABC20750,broker,13,aug,2008,183
ABC20751,broker,13,aug,2008,142
ABC20752,broker,13,aug,2008,258
ABC20753,broker,13,aug,2008,287
ABC20754,broker,13,aug,2008,185
ABC20755,broker,13,aug,2008,458
ABC20756,broker,13,aug,2008,211
ABC20757,broker,13,aug,2008,73
ABC20758,broker,13,aug,2008,121
ABC20759,broker,13,aug,2008,900
ABC20760,broker,13,aug,2008,334
ABC20761,broker,13,aug,2008,112
ABC20762,broker,13,aug,2008,88
ABC20763,broker,13,aug,2008,123
ABC20764,broker,13,aug,2008,112
ABC20765,broker,13,aug,2008,106
ABC20766,broker,13,aug,2008,115
ABC20767,broker,13,aug,2008,73
ABC20768,broker,13,aug,2008,71
ABC20769,broker,13,aug,2008,110
ABC20770,broker,13,aug,2008,846
ABC20771,broker,13,aug,2008,109
ABC20772,broker,13,aug,2008,221
ABC20773,broker,13,aug,2008,233
ABC20774,broker,13,aug,2008,57
ABC20775,broker,13,aug,2008,96
ABC20776,broker,13,aug,2008,227
ABC20777,broker,13,aug,2008,142
ABC20778,broker,13,aug,2008,127
ABC20779,broker,13,aug,2008,283
ABC20780,broker,13,aug,2008,104
ABC20781,broker,13,aug,2008,91
ABC20782,broker,13,aug,2008,170
ABC20783,broker,13,aug,2008,460
ABC20784,broker,13,aug,2008,114
ABC20785,broker,13,aug,2008,690
ABC20786,broker,13,aug,2008,100
ABC20787,broker,13,aug,2008,114
ABC20788,broker,13,aug,2008,183
ABC20789,broker,13,aug,2008,80
ABC20790,broker,13,aug,2008,144
ABC20791,broker,13,aug,2008,132
ABC20792,broker,13,aug,2008,352
ABC20793,broker,13,aug,2008,269
ABC20794,broker,13,aug,2008,73
ABC20795,broker,13,aug,2008,261
ABC20796,broker,13,aug,2008,409
ABC20797,broker,13,aug,2008,100
ABC20798,broker,13,aug,2008,60
ABC20799,broker,13,aug,2008,94
ABC20800,broker,13,aug,2008,325
ABC20801,broker,13,aug,2008,88
ABC20802,broker,13,aug,2008,182
ABC20803,broker,13,aug,2008,201
ABC20804,broker,13,aug,2008,403
ABC20805,broker,13,aug,2008,333
ABC20806,broker,13,aug,2008,1149
ABC20807,broker,13,aug,2008,130
ABC20808,broker,13,aug,2008,119
ABC20809,broker,13,aug,2008,289
ABC20810,broker,13,aug,2008,286
ABC20811,broker,13,aug,2008,221
ABC20812,broker,13,aug,2008,665
ABC20813,broker,13,aug,2008,143
ABC20814,broker,13,aug,2008,81
ABC20815,broker,13,aug,2008,641
ABC20816,broker,13,aug,2008,62
ABC20817,broker,13,aug,2008,151
ABC20818,broker,13,aug,2008,87
ABC20819,broker,13,aug,2008,202
ABC20820,broker,13,aug,2008,270
ABC20821,broker,13,aug,2008,69
ABC20822,broker,13,aug,2008,432
ABC20823,broker,13,aug,2008,299
ABC20824,broker,13,aug,2008,404
ABC20825,broker,13,aug,2008,657
ABC20826,broker,13,aug,2008,203
ABC20827,broker,13,aug,2008,95
ABC20828,broker,13,aug,2008,157
ABC20829,broker,13,aug,2008,78
ABC20830,broker,13,aug,2008,136
ABC20831,broker,13,aug,2008,250
ABC20832,broker,13,aug,2008,296
ABC20833,broker,13,aug,2008,141
ABC20834,broker,13,aug,2008,737
ABC20835,broker,13,aug,2008,150
ABC20836,broker,13,aug,2008,324
ABC20837,broker,13,aug,2008,156
ABC20838,broker,13,aug,2008,275
ABC20839,broker,13,aug,2008,328
ABC20840,broker,13,aug,2008,156
ABC20841,broker,13,aug,2008,376
ABC20842,broker,13,aug,2008,260
ABC20843,broker,13,aug,2008,871
ABC20844,broker,13,aug,2008,89
ABC20845,broker,13,aug,2008,110
ABC20846,broker,13,aug,2008,122
ABC20847,broker,13,aug,2008,98
ABC20848,broker,13,aug,2008,165
ABC20849,broker,13,aug,2008,684
ABC20850,broker,13,aug,2008,838
ABC20851,broker,13,aug,2008,379
ABC20852,broker,13,aug,2008,310
ABC20854,broker,13,aug,2008,292
ABC20855,broker,13,aug,2008,305
ABC20856,broker,13,aug,2008,15
ABC20857,broker,13,aug,2008,851
ABC20859,broker,13,aug,2008,559
ABC20860,broker,13,aug,2008,1314
ABC20861,broker,13,aug,2008,136
ABC20862,broker,13,aug,2008,733
ABC20863,broker,13,aug,2008,713
ABC20864,broker,13,aug,2008,104
ABC20865,broker,13,aug,2008,517
ABC20866,broker,13,aug,2008,832
ABC20867,broker,13,aug,2008,169
ABC20868,broker,13,aug,2008,195
ABC20869,broker,13,aug,2008,321
ABC20870,broker,13,aug,2008,343
ABC20871,broker,13,aug,2008,116
ABC20872,broker,13,aug,2008,96
ABC20873,broker,13,aug,2008,111
ABC20874,broker,13,aug,2008,92
ABC20875,broker,13,aug,2008,158
ABC20876,broker,13,aug,2008,327
ABC20877,broker,13,aug,2008,202
ABC20878,broker,13,aug,2008,314
ABC20879,broker,13,aug,2008,990
ABC20880,broker,13,aug,2008,160
ABC20881,broker,13,aug,2008,69
ABC20882,broker,13,aug,2008,144
ABC20883,broker,13,aug,2008,529
ABC20884,broker,13,aug,2008,363
ABC20885,broker,13,aug,2008,76
ABC20886,broker,13,aug,2008,342
ABC20887,broker,13,aug,2008,31
ABC20888,broker,13,aug,2008,75
ABC20889,broker,13,aug,2008,111
ABC20890,broker,13,aug,2008,68
ABC20891,broker,13,aug,2008,1148
ABC20892,broker,13,aug,2008,75
ABC20893,broker,13,aug,2008,157
ABC20894,broker,13,aug,2008,382
ABC20895,broker,13,aug,2008,274
ABC20896,broker,13,aug,2008,257
ABC20897,broker,13,aug,2008,99
ABC20898,broker,13,aug,2008,356
ABC20899,broker,13,aug,2008,212
ABC20900,broker,13,aug,2008,139
ABC20902,broker,13,aug,2008,209
ABC20903,broker,13,aug,2008,175
ABC20904,broker,13,aug,2008,130
ABC20905,broker,13,aug,2008,121
ABC20906,broker,13,aug,2008,78
ABC20907,broker,13,aug,2008,73
ABC20908,broker,13,aug,2008,84
ABC20909,broker,13,aug,2008,168
ABC20910,broker,13,aug,2008,255
ABC20911,broker,13,aug,2008,159
ABC20912,broker,13,aug,2008,388
ABC20913,broker,13,aug,2008,99
ABC20914,broker,13,aug,2008,82
ABC20915,broker,13,aug,2008,418
ABC20916,broker,13,aug,2008,73
ABC20917,broker,13,aug,2008,205
ABC20918,broker,13,aug,2008,202
ABC20919,broker,13,aug,2008,394
ABC20920,broker,13,aug,2008,109
ABC20921,broker,13,aug,2008,233
ABC20922,broker,13,aug,2008,107
ABC20923,broker,13,aug,2008,163
ABC20924,broker,13,aug,2008,399
ABC20925,broker,13,aug,2008,240
ABC20926,broker,13,aug,2008,274
ABC20927,broker,13,aug,2008,150
ABC20928,broker,13,aug,2008,209
ABC20929,broker,13,aug,2008,67
ABC20930,broker,13,aug,2008,132
ABC20931,broker,13,aug,2008,293
ABC20932,broker,13,aug,2008,75
ABC20933,broker,13,aug,2008,413
ABC20934,broker,13,aug,2008,58
ABC20935,broker,13,aug,2008,399
ABC20936,broker,13,aug,2008,904
ABC20937,broker,13,aug,2008,48
ABC20938,broker,13,aug,2008,275
ABC20939,broker,13,aug,2008,449
ABC20940,broker,13,aug,2008,536
ABC20941,broker,13,aug,2008,158
ABC20942,broker,13,aug,2008,113
ABC20943,broker,13,aug,2008,127
ABC20944,broker,13,aug,2008,740
ABC20945,broker,14,aug,2008,75
ABC20946,broker,14,aug,2008,65
ABC20947,broker,14,aug,2008,152
ABC20948,broker,14,aug,2008,106
ABC20949,broker,14,aug,2008,464
ABC20950,broker,14,aug,2008,96
ABC20951,broker,14,aug,2008,76
ABC20952,broker,14,aug,2008,81
ABC20953,broker,14,aug,2008,169
ABC20954,broker,14,aug,2008,103
ABC20955,broker,14,aug,2008,82
ABC20956,broker,14,aug,2008,90
ABC20957,broker,14,aug,2008,152
ABC20958,broker,14,aug,2008,67
ABC20959,broker,14,aug,2008,175
ABC20960,broker,14,aug,2008,123
ABC20961,broker,14,aug,2008,259
ABC20962,broker,14,aug,2008,81
ABC20963,broker,14,aug,2008,373
ABC20964,broker,14,aug,2008,36
ABC20965,broker,14,aug,2008,166
ABC20966,broker,14,aug,2008,157
ABC20967,broker,14,aug,2008,133
ABC20968,broker,14,aug,2008,106
ABC20969,broker,14,aug,2008,707
ABC20970,broker,14,aug,2008,144
ABC20971,broker,14,aug,2008,360
ABC20972,broker,14,aug,2008,102
ABC20973,broker,14,aug,2008,55
ABC20974,broker,14,aug,2008,87
ABC20975,broker,14,aug,2008,266
ABC20976,broker,14,aug,2008,149
ABC20977,broker,14,aug,2008,366
ABC20978,broker,14,aug,2008,96
ABC20979,broker,14,aug,2008,85
ABC20980,broker,14,aug,2008,169
ABC20981,broker,14,aug,2008,250
ABC20982,broker,14,aug,2008,206
ABC20983,broker,14,aug,2008,526
ABC20984,broker,14,aug,2008,184
ABC20985,broker,14,aug,2008,41
ABC20986,broker,14,aug,2008,229
ABC20987,broker,14,aug,2008,252
ABC20988,broker,14,aug,2008,154
ABC20989,broker,14,aug,2008,103
ABC20990,broker,14,aug,2008,137
ABC20991,broker,14,aug,2008,125
ABC20992,broker,14,aug,2008,98
ABC20993,broker,14,aug,2008,107
ABC20994,broker,14,aug,2008,71
ABC20995,broker,14,aug,2008,151
ABC20996,broker,14,aug,2008,169
ABC20997,broker,14,aug,2008,167
ABC20998,broker,14,aug,2008,114
ABC20999,broker,14,aug,2008,50
ABC21000,broker,14,aug,2008,252
ABC21001,broker,14,aug,2008,47
ABC21002,broker,14,aug,2008,92
ABC21003,broker,14,aug,2008,228
ABC21005,broker,14,aug,2008,632
ABC21006,broker,14,aug,2008,98
ABC21007,broker,14,aug,2008,260
ABC21008,broker,14,aug,2008,205
ABC21009,broker,14,aug,2008,107
ABC21010,broker,14,aug,2008,85
ABC21011,broker,14,aug,2008,200
ABC21012,broker,14,aug,2008,170
ABC21013,broker,14,aug,2008,127
ABC21014,broker,14,aug,2008,10
ABC21015,broker,14,aug,2008,80
ABC21016,broker,14,aug,2008,273
ABC21017,broker,14,aug,2008,101
ABC21018,broker,14,aug,2008,465
ABC21019,broker,14,aug,2008,128
ABC21020,broker,14,aug,2008,121
ABC21021,broker,14,aug,2008,593
ABC21023,broker,14,aug,2008,297
ABC21024,broker,14,aug,2008,93
ABC21025,broker,14,aug,2008,141
ABC21026,broker,14,aug,2008,155
ABC21027,broker,14,aug,2008,370
ABC21028,broker,14,aug,2008,111
ABC21029,broker,14,aug,2008,159
ABC21030,broker,14,aug,2008,1217
ABC21032,broker,14,aug,2008,38
ABC21033,broker,14,aug,2008,757
ABC21034,broker,14,aug,2008,213
ABC21035,broker,14,aug,2008,297
ABC21036,broker,14,aug,2008,128
ABC21037,broker,14,aug,2008,635
ABC21038,broker,14,aug,2008,356
ABC21039,broker,14,aug,2008,605
ABC21040,broker,14,aug,2008,935
ABC21041,broker,14,aug,2008,143
ABC21042,broker,14,aug,2008,414
ABC21043,broker,14,aug,2008,220
ABC21044,broker,14,aug,2008,95
ABC21045,broker,14,aug,2008,127
ABC21046,broker,14,aug,2008,308
ABC21047,broker,14,aug,2008,103
ABC21048,broker,14,aug,2008,69
ABC21049,broker,14,aug,2008,90
ABC21050,broker,14,aug,2008,148
ABC21051,broker,14,aug,2008,110
ABC21052,broker,14,aug,2008,515
ABC21053,broker,14,aug,2008,214
ABC21054,broker,14,aug,2008,857
ABC21055,broker,14,aug,2008,457
ABC21056,broker,14,aug,2008,421
ABC21057,broker,14,aug,2008,183
ABC21058,broker,14,aug,2008,240
ABC21059,broker,14,aug,2008,112
ABC21060,broker,14,aug,2008,423
ABC21061,broker,14,aug,2008,503
ABC21062,broker,14,aug,2008,95
ABC21063,broker,14,aug,2008,67
ABC21064,broker,14,aug,2008,93
ABC21065,broker,14,aug,2008,230
ABC21066,broker,14,aug,2008,113
ABC21067,broker,14,aug,2008,103
ABC21068,broker,14,aug,2008,106
ABC21069,broker,14,aug,2008,373
ABC21070,broker,14,aug,2008,165
ABC21071,broker,14,aug,2008,59
ABC21072,broker,14,aug,2008,56
ABC21073,broker,14,aug,2008,108
ABC21074,broker,14,aug,2008,144
ABC21075,broker,14,aug,2008,80
ABC21076,broker,14,aug,2008,89
ABC21077,broker,14,aug,2008,112
ABC21078,broker,14,aug,2008,174
ABC21079,broker,14,aug,2008,146
ABC21080,broker,14,aug,2008,406
ABC21081,broker,14,aug,2008,518
ABC21082,broker,14,aug,2008,272
ABC21083,broker,14,aug,2008,168
ABC21084,broker,14,aug,2008,314
ABC21085,broker,14,aug,2008,260
ABC21087,broker,14,aug,2008,87
ABC21088,broker,14,aug,2008,90
ABC21089,broker,14,aug,2008,505
ABC21091,broker,14,aug,2008,108
ABC21092,broker,14,aug,2008,133
ABC21093,broker,14,aug,2008,197
ABC21094,broker,14,aug,2008,78
ABC21095,broker,14,aug,2008,118
ABC21096,broker,14,aug,2008,343
ABC21097,broker,14,aug,2008,221
ABC21098,broker,14,aug,2008,280
ABC21099,broker,14,aug,2008,265
ABC21100,broker,14,aug,2008,158
ABC21101,broker,14,aug,2008,215
ABC21102,broker,14,aug,2008,206
ABC21103,broker,14,aug,2008,133
ABC21104,broker,14,aug,2008,159
ABC21105,broker,14,aug,2008,924
ABC21106,broker,14,aug,2008,195
ABC21107,broker,14,aug,2008,145
ABC21108,broker,14,aug,2008,85
ABC21109,broker,14,aug,2008,70
ABC21110,broker,14,aug,2008,215
ABC21111,broker,14,aug,2008,301
ABC21114,broker,14,aug,2008,3322
ABC21115,broker,14,aug,2008,834
ABC21116,broker,14,aug,2008,136
ABC21117,broker,14,aug,2008,366
ABC21118,broker,14,aug,2008,1184
ABC21119,broker,14,aug,2008,208
ABC21121,broker,14,aug,2008,433
ABC21122,broker,14,aug,2008,134
ABC21123,broker,14,aug,2008,95
ABC21124,broker,14,aug,2008,201
ABC21125,broker,14,aug,2008,503
ABC21126,broker,14,aug,2008,1151
ABC21127,broker,14,aug,2008,189
ABC21128,broker,14,aug,2008,168
ABC21129,broker,14,aug,2008,61
ABC21130,broker,14,aug,2008,388
ABC21132,broker,14,aug,2008,448
ABC21134,broker,14,aug,2008,167
ABC21135,broker,14,aug,2008,77
ABC21136,broker,14,aug,2008,350
ABC21137,broker,14,aug,2008,449
ABC21138,broker,14,aug,2008,388
ABC21139,broker,14,aug,2008,145
ABC21140,broker,14,aug,2008,153
ABC21141,broker,14,aug,2008,217
ABC21142,broker,14,aug,2008,337
ABC21143,broker,14,aug,2008,94
ABC21144,broker,14,aug,2008,425
ABC21145,broker,14,aug,2008,377
ABC21146,broker,14,aug,2008,52
ABC21147,broker,14,aug,2008,1231
ABC21148,broker,14,aug,2008,41
ABC21149,broker,14,aug,2008,789
ABC21150,broker,14,aug,2008,636
ABC21152,broker,14,aug,2008,65
ABC21154,broker,14,aug,2008,144
ABC21155,broker,14,aug,2008,63
ABC21156,broker,14,aug,2008,170
ABC21157,broker,14,aug,2008,129
ABC21158,broker,14,aug,2008,277
ABC21159,broker,14,aug,2008,219
ABC21160,broker,14,aug,2008,38
ABC21161,broker,14,aug,2008,244
ABC21162,broker,14,aug,2008,91
ABC21163,broker,14,aug,2008,65
ABC21165,broker,14,aug,2008,120
ABC21166,broker,14,aug,2008,49
ABC21170,broker,14,aug,2008,248
ABC21171,broker,14,aug,2008,101
ABC21172,broker,14,aug,2008,178
ABC21173,broker,14,aug,2008,85
ABC21174,broker,14,aug,2008,171
ABC21176,broker,14,aug,2008,110
ABC21177,broker,14,aug,2008,904
ABC21178,broker,14,aug,2008,478
ABC21179,broker,14,aug,2008,124
ABC21180,broker,14,aug,2008,227
ABC21182,broker,14,aug,2008,163
ABC21183,broker,14,aug,2008,306
ABC21184,broker,14,aug,2008,89
ABC21186,broker,14,aug,2008,244
ABC21187,broker,14,aug,2008,64
ABC21188,broker,14,aug,2008,386
ABC21189,broker,14,aug,2008,110
ABC21190,broker,14,aug,2008,136
ABC21191,broker,14,aug,2008,286
ABC21193,broker,14,aug,2008,109
ABC21194,broker,14,aug,2008,86
ABC21195,broker,14,aug,2008,210
ABC21196,broker,14,aug,2008,126
ABC21197,broker,14,aug,2008,314
ABC21198,broker,14,aug,2008,253
ABC21199,broker,14,aug,2008,390
ABC21200,broker,14,aug,2008,204
ABC21201,broker,14,aug,2008,45
ABC21202,broker,14,aug,2008,109
ABC21203,broker,14,aug,2008,76
ABC21204,broker,14,aug,2008,1579
ABC21205,broker,14,aug,2008,96
ABC21206,broker,14,aug,2008,1871
ABC21207,broker,18,aug,2008,92
ABC21208,broker,18,aug,2008,618
ABC21209,broker,18,aug,2008,90
ABC21210,broker,18,aug,2008,773
ABC21211,broker,18,aug,2008,65
ABC21212,broker,18,aug,2008,139
ABC21213,broker,18,aug,2008,762
ABC21214,broker,18,aug,2008,181
ABC21215,broker,18,aug,2008,671
ABC21216,broker,18,aug,2008,71
ABC21217,broker,18,aug,2008,54
ABC21218,broker,18,aug,2008,48
ABC21219,broker,18,aug,2008,131
ABC21220,broker,18,aug,2008,82
ABC21221,broker,18,aug,2008,299
ABC21222,broker,18,aug,2008,100
ABC21223,broker,18,aug,2008,92
ABC21224,broker,18,aug,2008,73
ABC21225,broker,18,aug,2008,638
ABC21226,broker,18,aug,2008,594
ABC21227,broker,18,aug,2008,625
ABC21228,broker,18,aug,2008,105
ABC21229,broker,18,aug,2008,180
ABC21230,broker,18,aug,2008,140
ABC21231,broker,18,aug,2008,458
ABC21232,broker,18,aug,2008,195
ABC21233,broker,18,aug,2008,87
ABC21234,broker,18,aug,2008,197
ABC21235,broker,18,aug,2008,203
ABC21236,broker,18,aug,2008,131
ABC21237,broker,18,aug,2008,68
ABC21238,broker,18,aug,2008,251
ABC21240,broker,18,aug,2008,105
ABC21241,broker,18,aug,2008,108
ABC21242,broker,18,aug,2008,113
ABC21243,broker,18,aug,2008,161
ABC21244,broker,18,aug,2008,233
ABC21245,broker,18,aug,2008,882
ABC21246,broker,18,aug,2008,115
ABC21247,broker,18,aug,2008,341
ABC21248,broker,18,aug,2008,26
ABC21249,broker,18,aug,2008,151
ABC21250,broker,18,aug,2008,313
ABC21251,broker,18,aug,2008,230
ABC21252,broker,18,aug,2008,393
ABC21253,broker,18,aug,2008,111
ABC21254,broker,18,aug,2008,84
ABC21256,broker,18,aug,2008,116
ABC21257,broker,18,aug,2008,73
ABC21258,broker,18,aug,2008,528
ABC21259,broker,18,aug,2008,71
ABC21260,broker,18,aug,2008,70
ABC21261,broker,18,aug,2008,151
ABC21262,broker,18,aug,2008,146
ABC21263,broker,18,aug,2008,266
ABC21264,broker,18,aug,2008,74
ABC21265,broker,18,aug,2008,452
ABC21266,broker,18,aug,2008,34
ABC21267,broker,18,aug,2008,113
ABC21268,broker,18,aug,2008,122
ABC21269,broker,18,aug,2008,48
ABC21270,broker,18,aug,2008,80
ABC21271,broker,18,aug,2008,94
ABC21272,broker,18,aug,2008,70
ABC21273,broker,18,aug,2008,121
ABC21274,broker,18,aug,2008,61
ABC21275,broker,18,aug,2008,143
ABC21276,broker,18,aug,2008,172
ABC21278,broker,18,aug,2008,45
ABC21279,broker,18,aug,2008,91
ABC21280,broker,18,aug,2008,92
ABC21281,broker,18,aug,2008,89
ABC21282,broker,18,aug,2008,115
ABC21283,broker,18,aug,2008,121
ABC21284,broker,18,aug,2008,119
ABC21285,broker,18,aug,2008,69
ABC21286,broker,18,aug,2008,98
ABC21287,broker,18,aug,2008,195
ABC21288,broker,18,aug,2008,104
ABC21289,broker,18,aug,2008,515
ABC21290,broker,18,aug,2008,86
ABC21291,broker,18,aug,2008,100
ABC21292,broker,18,aug,2008,27
ABC21293,broker,18,aug,2008,104
ABC21294,broker,18,aug,2008,63
ABC21295,broker,18,aug,2008,166
ABC21296,broker,18,aug,2008,113
ABC21297,broker,18,aug,2008,309
ABC21298,broker,18,aug,2008,124
ABC21299,broker,18,aug,2008,207
ABC21300,broker,18,aug,2008,90
ABC21301,broker,18,aug,2008,98
ABC21302,broker,18,aug,2008,100
ABC21303,broker,18,aug,2008,219
ABC21304,broker,18,aug,2008,129
ABC21305,broker,18,aug,2008,128
ABC21306,broker,18,aug,2008,75
ABC21307,broker,18,aug,2008,75
ABC21308,broker,18,aug,2008,67
ABC21309,broker,18,aug,2008,111
ABC21310,broker,18,aug,2008,498
ABC21311,broker,18,aug,2008,96
ABC21312,broker,18,aug,2008,203
ABC21313,broker,18,aug,2008,111
ABC21314,broker,18,aug,2008,585
ABC21315,broker,18,aug,2008,140
ABC21316,broker,18,aug,2008,235
ABC21317,broker,18,aug,2008,98
ABC21318,broker,18,aug,2008,129
ABC21319,broker,18,aug,2008,315
ABC21320,broker,18,aug,2008,147
ABC21321,broker,18,aug,2008,134
ABC21322,broker,18,aug,2008,431
ABC21324,broker,18,aug,2008,29
ABC21325,broker,18,aug,2008,93
ABC21326,broker,18,aug,2008,697
ABC21327,broker,18,aug,2008,168
ABC21330,broker,18,aug,2008,280
ABC21331,broker,18,aug,2008,80
ABC21332,broker,18,aug,2008,169
ABC21334,broker,18,aug,2008,119
ABC21336,broker,18,aug,2008,36
ABC21339,broker,18,aug,2008,192
ABC21341,broker,18,aug,2008,144
ABC21343,broker,18,aug,2008,111
ABC21344,broker,18,aug,2008,471
ABC21345,broker,18,aug,2008,142
ABC21346,broker,18,aug,2008,58
ABC21347,broker,18,aug,2008,68
ABC21348,broker,18,aug,2008,79
ABC21349,broker,18,aug,2008,471
ABC21350,broker,18,aug,2008,102
ABC21351,broker,18,aug,2008,87
ABC21352,broker,18,aug,2008,128
ABC21353,broker,18,aug,2008,170
ABC21354,broker,18,aug,2008,101
